Date,Mean of error,SD of error
2019-08-26,1275.93,1051.55
2019-09-02,1275.93,1051.55
2019-09-09,1260.52,1050.85
2019-09-16,1260.52,1050.85
2019-09-23,1260.52,1050.85
2019-09-30,1260.52,1050.85
2019-10-07,1243.28,1046.43
2019-10-14,1243.28,1046.43
2019-10-21,1243.28,1046.43
2019-10-28,1243.28,1046.43
2019-11-04,1239.37,1032.92
2019-11-11,1239.37,1032.92
2019-11-18,1239.37,1032.92
2019-11-25,1239.37,1032.92
2019-12-02,1213.96,982.08
2019-12-09,1213.96,982.08
2019-12-16,1213.96,982.08
2019-12-23,1213.96,982.08
2019-12-30,1199.8,990.28
2020-01-06,1199.8,990.28
2020-01-13,1199.8,990.28
2020-01-20,1199.8,990.28
2020-01-27,1212.7,1010.61
2020-02-03,1212.7,1010.61
2020-02-10,1212.7,1010.61
2020-02-17,1212.7,1010.61
2020-02-24,1225.13,1044.49
2020-03-02,1225.13,1044.49
2020-03-09,1225.13,1044.49
2020-03-16,1225.13,1044.49
2020-03-23,1233.73,1152.94
2020-03-30,1233.73,1152.94
2020-04-06,1233.73,1152.94
2020-04-13,1233.73,1152.94
2020-04-20,1249.56,1131.67
2020-04-27,1249.56,1131.67
2020-05-04,1249.56,1131.67
2020-05-11,1249.56,1131.67
2020-05-18,1259.33,1104.63
2020-05-25,1259.33,1104.63
2020-06-01,1259.33,1104.63
2020-06-08,1259.33,1104.63
2020-06-15,1270.99,1101.17
2020-06-22,1270.99,1101.17
2020-06-29,1270.99,1101.17
2020-07-06,1270.99,1101.17
2020-07-13,1288.02,1104.66
2020-07-20,1288.02,1104.66
2020-07-27,1288.02,1104.66
2020-08-03,1288.02,1104.66
2020-08-10,1264.99,1098.03
2020-08-17,1264.99,1098.03
2020-08-24,1264.99,1098.03
2020-08-31,1264.99,1098.03
2020-09-07,1242.8,1071.48
2020-09-14,1242.8,1071.48
2020-09-21,1242.8,1071.48
2020-09-28,1242.8,1071.48
2020-10-05,1254.06,1056.3
2020-10-12,1254.06,1056.3
2020-10-19,1254.06,1056.3
2020-10-26,1254.06,1056.3
2020-11-02,1254.25,1040.13
2020-11-09,1254.25,1040.13
2020-11-16,1254.25,1040.13
